timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-06T20:51:59,TowardsSaferPretraining,17779caf-65ba-4adb-8803-2fd0a63ecf36,,3997.199608155061,0.0255280368174079,6.386480366235863e-06,50.03360218979599,51.60114700504038,20.0,0.0274533939896687,0.0569617794582733,0.0109732356417736,0.0953884090897159,0.0,Netherlands,NLD,north brabant,,,Linux-5.14.0-570.106.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.3,3.2.6,18,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,1 x NVIDIA A100-SXM4-40GB,5.3976,51.4084,32,machine,2.780245368052079,0.0,8.718753129694644,44.008093711192096,N,1.0,0.0
2026-05-06T22:09:43,TowardsSaferPretraining,72c1a1a1-b022-46d7-8f81-cf639885dcff,None,4077.95242822601,0.024956369221840233,6.1198284337752185e-06,50.01453942656426,48.0499923362203,20.0,0.027971148842014924,0.05409707827762844,0.011184081068174855,0.09325230818781803,0.0,Netherlands,NLD,north brabant,,,Linux-5.14.0-570.106.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.3,3.2.6,18,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,1 x NVIDIA A100-SXM4-40GB,5.3976,51.4084,32,machine,3.1058404907975383,0.0,10.409251533743298,52.39365049678124,N,1.0,0.0
